,city,hml,target
3005,Minneapolis,Low,Yes
3006,Charleston,Low,No
3007,Hemet,Medium,No
3008,Boynton Beach,High,No
3009,Kendall,Medium,No
3010,Jupiter,Medium,No
3011,Detroit,NA,Yes
3012,Franconia,High,No
3013,Hilo,Medium,Yes
3014,Woodland,Low,No
3015,Fort Myers,Low,Yes
3016,Fort Wayne,Medium,No
3017,Pocatello,Medium,No
3018,Pocatello,Low,Yes
3019,Bryan,Low,No
3020,Joliet,Low,No
3021,NA,Medium,No
3022,Saint Louis Park,NA,No
3023,Woodland,Medium,No
3024,Fort Myers,Low,No
3025,Boynton Beach,Low,Yes
3026,Turlock,Low,No
3027,Toledo,Low,No
3028,Citrus Heights,Medium,No
3029,Elizabeth,High,No
3030,NA,Low,Yes
3031,Fort Wayne,Medium,No
3032,Mansfield,High,No
3033,Franconia,Low,No
3034,Pharr,Low,No
3035,Westland,Low,No
3036,Bolingbrook,Medium,No
3037,Hemet,Medium,No
3038,Austin,NA,No
3039,Salt Lake City,Low,No
3040,Cherry Hill,Medium,No
3041,Boynton Beach,Low,Yes
3042,Detroit,High,No
3043,Jupiter,Medium,No
3044,Bellflower,NA,Yes
3045,Crystal Lake,NA,No
3046,San Buenaventura,Low,Yes
3047,Montgomery Village,Low,Yes
3048,Hamilton,Low,No
3049,Gilbert,High,No
3050,Bellflower,High,No
3051,Watsonville,Low,No
3052,Hartford,Medium,Yes
3053,Bellflower,Medium,No
3054,Bellflower,Low,No
3055,Yonkers,Medium,No
3056,Hemet,Low,No
3057,San Buenaventura,Medium,No
3058,Toledo,Medium,Yes
3059,Yonkers,Medium,No
3060,San Clemente,Medium,No
3061,Westland,Low,Yes
3062,Westland,Medium,No
3063,Grand Island,High,No
3064,Rockford,High,No
3065,Indio,High,No
3066,Mansfield,Low,Yes
3067,Athens-Clarke,High,No
3068,Sioux City,Medium,Yes
3069,Bryan,High,No
3070,Boynton Beach,High,No
3071,Hoboken,NA,Yes
3072,Bridgewater,High,No
3073,NA,Medium,No
3074,Pearland,Medium,No
3075,Shelby,NA,Yes
3076,Grand Island,High,No
3077,NA,High,No
3078,Overland Park,High,No
3079,Pittsburgh,Low,Yes
3080,NA,NA,Yes
3081,Hoboken,Medium,No
3082,Vacaville,Low,No
3083,North Bethesda,High,No
3084,Cherry Hill,Medium,Yes
3085,Chico,Medium,No
3086,Mansfield,Medium,No
3087,Yonkers,Low,No
3088,Sioux City,Medium,No
3089,Waterbury,High,No
3090,Ellicott City,Low,No
3091,San Buenaventura,Medium,Yes
3092,NA,High,No
3093,Passaic,Medium,No
3094,Mansfield,Low,No
3095,Mansfield,Medium,No
3096,Glendora,High,No
3097,Austin,High,No
3098,Florence-Graham,Medium,Yes
3099,San Buenaventura,Low,No
3100,North Bethesda,Medium,No
3101,Yorba Linda,Medium,No
3102,Sioux City,Low,No
3103,Dothan,High,No
3104,Hemet,Medium,Yes
3105,Blacksburg,Low,Yes
3106,Carson,Medium,No
3107,Walnut Creek,High,No
3108,Hartford,Medium,No
3109,Grand Island,High,No
3110,Westminster,Medium,No
3111,San Clemente,Medium,Yes
3112,Hartford,Low,No
3113,Crystal Lake,High,Yes
3114,Battle Creek,Medium,No
3115,Hattiesburg,Medium,No
3116,Yonkers,Medium,Yes
3117,NA,NA,Yes
3118,Kalamazoo,Medium,No
3119,NA,Medium,No
3120,Hemet,NA,Yes
3121,Wilkes-Barre,Low,No
3122,Somerville,High,No
3123,DeKalb,Low,Yes
3124,Ellicott City,Low,No
3125,Glendora,Medium,No
3126,Overland Park,Medium,No
3127,Topeka,Medium,No
3128,Mansfield,Medium,Yes
3129,Glendora,Medium,No
3130,Woodland,High,No
3131,Crystal Lake,High,No
3132,Turlock,Medium,No
3133,Hattiesburg,Medium,No
3134,Bolingbrook,High,No
3135,Turlock,Medium,No
3136,Jupiter,High,No
3137,Shelby,Medium,No
3138,Indio,High,No
3139,Kalamazoo,High,No
3140,Joliet,Low,No
3141,Topeka,Low,Yes
3142,DeKalb,Medium,No
3143,Blacksburg,Medium,No
3144,Rockford,High,No
3145,Athens-Clarke,Low,No
3146,West Sacramento,High,No
3147,Westland,High,No
3148,Minnetonka,Low,Yes
3149,Hoboken,High,No
3150,Sarasota,Low,Yes
3151,Charleston,Low,Yes
3152,Bellflower,Low,No
3153,Mesa,Medium,No
3154,Alameda,High,No
3155,Carson,Medium,No
3156,Bolingbrook,Low,Yes
3157,Saint Louis Park,Low,Yes
3158,Saint Louis Park,High,No
3159,Waterbury,High,No
3160,Battle Creek,High,Yes
3161,Lynwood,High,No
3162,Topeka,Low,Yes
3163,Franconia,NA,Yes
3164,Bryan,NA,Yes
3165,Sarasota,Low,No
3166,Sioux City,Low,No
3167,Pearland,Low,No
3168,Concord,Medium,No
3169,North Bethesda,Medium,No
3170,Woodland,High,No
3171,West Orange,Medium,Yes
3172,Citrus Heights,Low,No
3173,Bryan,High,No
3174,Findlay,High,No
3175,Sioux City,High,No
3176,Hartford,Medium,No
3177,Newport News,Low,No
3178,Minnetonka,Medium,No
3179,Pleasanton,Medium,No
3180,Shelby,High,No
3181,Wheaton-Glenmont,Low,No
3182,Waterbury,High,No
3183,Somerville,High,No
3184,Fort Myers,High,No
3185,Jupiter,High,No
3186,Minneapolis,High,No
3187,Vacaville,Low,No
3188,NA,High,No
3189,Wilkes-Barre,Low,No
3190,NA,Medium,No
3191,Wilkes-Barre,Medium,No
3192,Chandler,NA,Yes
3193,San Buenaventura,Low,Yes
3194,Bolingbrook,High,No
3195,Fort Wayne,High,No
3196,Glendora,Medium,No
3197,Minneapolis,Low,No
3198,Hoboken,Medium,No
3199,Athens-Clarke,Low,No
3200,DeKalb,High,No
3201,Yonkers,High,No
3202,Waterbury,Low,No
3203,Blacksburg,Low,Yes
3204,Pearland,Medium,No
3205,Franconia,Medium,No
3206,Fond du Lac,NA,Yes
3207,Gilbert,Low,Yes
3208,Racine,Medium,No
3209,Fort Wayne,Low,No
3210,Alameda,Low,No
3211,Yorba Linda,Medium,Yes
3212,Crystal Lake,High,No
3213,Vacaville,Medium,No
3214,North Bethesda,Low,No
3215,Newport News,Low,Yes
3216,Edinburg,High,No
3217,Hattiesburg,High,No
3218,Austin,Medium,No
3219,Detroit,High,No
3220,Waterbury,High,No
3221,San Buenaventura,Low,No
3222,Woodland,High,No
3223,Kendall,Low,No
3224,Beaverton,High,No
3225,Bellflower,Medium,No
3226,Minneapolis,Low,Yes
3227,Mesa,Low,Yes
3228,Ellicott City,High,No
3229,Pearland,Low,No
3230,Fond du Lac,Low,No
3231,Alameda,Low,No
3232,Fort Worth,Medium,No
3233,Grand Island,High,No
3234,Topeka,Medium,No
3235,Peoria,High,No
3236,Wilson,High,No
3237,Wilkes-Barre,High,No
3238,Fort Myers,Medium,No
3239,Bryan,High,No
3240,San Buenaventura,Low,No
3241,Passaic,Medium,No
3242,Eau Claire,High,No
3243,Kalamazoo,High,No
3244,Fort Worth,Low,No
3245,Minnetonka,High,No
3246,Pocatello,High,No
3247,Bridgewater,Medium,No
3248,Walnut Creek,Medium,No
3249,Newport News,Low,No
3250,NA,Medium,No
3251,Bloomfield,High,No
3252,Glendora,Medium,No
3253,Toledo,Low,Yes
3254,Alameda,Low,No
3255,Findlay,High,No
3256,Montgomery Village,NA,Yes
3257,Ellicott City,Low,Yes
3258,Athens-Clarke,High,No
3259,Fort Smith,Medium,No
3260,Hilo,Low,No
3261,Beaverton,High,No
3262,NA,Medium,No
3263,Lynwood,Low,No
3264,Garden Grove,Medium,No
3265,Grand Island,Low,Yes
3266,Edinburg,High,No
3267,Rockford,Medium,No
3268,Elizabeth,Low,No
3269,Fort Worth,High,No
3270,Fond du Lac,Low,Yes
3271,Bolingbrook,High,No
3272,Blacksburg,High,No
3273,Toledo,Medium,No
3274,Pleasanton,High,No
3275,North Bethesda,High,No
3276,Newport News,Low,No
3277,Alameda,High,No
3278,Charleston,Low,Yes
3279,Wilson,Medium,No
3280,Gilbert,High,No
3281,Westland,Medium,No
3282,San Clemente,Low,No
3283,Yonkers,High,No
3284,Hoboken,High,No
3285,Franconia,High,No
3286,Blacksburg,Low,No
3287,Wilson,High,No
3288,Kendall,High,No
3289,Haverhill,Medium,No
3290,Turlock,Low,No
3291,Pittsburgh,Medium,No
3292,Eau Claire,High,No
3293,Eau Claire,Low,No
3294,Turlock,Medium,No
3295,Chico,Low,No
3296,Bridgewater,High,No
3297,Nashua,High,No
3298,Fort Myers,High,No
3299,Walnut Creek,Low,No
3300,North Bethesda,Medium,No
3301,Overland Park,Low,Yes
3302,Hattiesburg,Low,Yes
3303,Athens-Clarke,High,No
3304,San Clemente,NA,No
3305,Chico,High,No
3306,Overland Park,High,No
3307,NA,High,No
3308,Charleston,Medium,Yes
3309,Yonkers,Medium,No
3310,Westminster,Low,Yes
3311,Bridgewater,Medium,No
3312,Kalamazoo,High,No
3313,Pearland,Low,Yes
3314,Boynton Beach,High,No
3315,Findlay,Low,No
3316,NA,Low,No
3317,Boynton Beach,High,No
3318,Montgomery Village,High,No
3319,Bloomfield,Medium,No
3320,North Bethesda,High,No
3321,West Orange,Low,No
3322,Fond du Lac,Medium,No
3323,Hilo,Low,No
3324,Sioux City,NA,No
3325,Elizabeth,Medium,No
3326,NA,Low,No
3327,Kendall,Medium,No
3328,Athens-Clarke,Medium,No
3329,Fort Myers,Medium,No
3330,Alameda,Medium,No
3331,Indio,High,No
3332,Westland,Medium,No
3333,Findlay,Low,No
3334,Bloomfield,Medium,No
3335,NA,High,No
3336,Garden Grove,Low,Yes
3337,Turlock,Medium,No
3338,NA,Medium,No
3339,Pearland,Medium,No
3340,Westminster,Low,No
3341,Glendora,NA,Yes
3342,Fort Wayne,High,No
3343,Yorba Linda,High,No
3344,Elizabeth,Low,Yes
3345,Austin,Medium,No
3346,Blacksburg,High,No
3347,Minneapolis,Medium,No
3348,San Clemente,High,No
3349,Bryan,NA,No
3350,Carson,Medium,Yes
3351,Blacksburg,Low,Yes
3352,Haverhill,High,No
3353,Peoria,High,No
3354,Kalamazoo,Medium,No
3355,Eau Claire,Medium,No
3356,Overland Park,Medium,No
3357,Sarasota,High,No
3358,Gilbert,High,No
3359,Fort Myers,Low,No
3360,Hoboken,High,No
3361,Mesa,NA,No
3362,Carson,Low,No
3363,Fort Myers,High,No
3364,Bloomfield,Low,Yes
3365,NA,Low,Yes
3366,Fort Smith,High,No
3367,Jupiter,High,No
3368,Grand Island,Low,No
3369,Hemet,Medium,No
3370,Woodland,Medium,No
3371,Ames,High,No
3372,Salt Lake City,High,No
3373,Pleasanton,Low,No
3374,Pearland,Low,No
3375,Shelby,Medium,No
3376,Pittsburgh,Low,No
3377,Pocatello,Low,Yes
3378,Peoria,Medium,No
3379,Jupiter,Medium,No
3380,Jupiter,NA,No
3381,Pocatello,Medium,No
3382,NA,High,No
3383,Apple Valley,Low,Yes
3384,Mesa,Low,No
3385,Hartford,Low,No
3386,Hoboken,Medium,No
3387,Racine,High,No
3388,Newport News,Medium,No
3389,Hilo,Medium,No
3390,Hemet,High,No
3391,Yorba Linda,Medium,No
3392,Turlock,High,No
3393,Sarasota,Low,No
3394,Racine,Low,Yes
3395,Glendora,Medium,No
3396,Bolingbrook,High,No
3397,Pocatello,Low,No
3398,Hoboken,Low,No
3399,Pittsburgh,Medium,No
3400,Woodland,Medium,No
3401,Hamilton,Low,Yes
3402,Eau Claire,Medium,No
3403,Jupiter,High,No
3404,Waterbury,High,No
3405,Kendall,Medium,No
3406,Westminster,High,No
3407,Watsonville,Low,Yes
3408,Rockford,Low,No
3409,Westland,Low,No
3410,Waterbury,Low,No
3411,NA,Low,No
3412,Wheaton-Glenmont,NA,Yes
3413,Battle Creek,Medium,No
3414,Kendall,High,No
3415,Chandler,Low,Yes
3416,Battle Creek,Low,No
3417,NA,Medium,No
3418,Fort Wayne,Low,No
3419,Passaic,Low,Yes
3420,Hoboken,Low,No
3421,Haverhill,Low,No
3422,Dothan,High,No
3423,Walnut Creek,High,No
3424,Pocatello,Medium,No
3425,Ames,High,No
3426,Wilson,Low,No
3427,Edinburg,High,No
3428,Minnetonka,Medium,No
3429,Kendall,Medium,No
3430,Walnut Creek,Medium,No
3431,Topeka,Medium,No
3432,Minnetonka,Medium,No
3433,Joliet,Low,No
3434,Kendall,Low,Yes
3435,Florence-Graham,Low,Yes
3436,Jupiter,Low,No
3437,Battle Creek,Low,No
3438,Fond du Lac,High,No
3439,Hemet,High,No
3440,NA,Medium,No
3441,Austin,High,No
3442,Turlock,Medium,No
3443,Grand Island,High,No
3444,Overland Park,High,No
3445,Apple Valley,NA,Yes
3446,NA,Low,No
3447,Alameda,Medium,No
3448,Wilkes-Barre,High,No
3449,Overland Park,High,No
3450,Bolingbrook,High,No
3451,Minneapolis,High,Yes
3452,Ellicott City,High,No
3453,Indio,High,No
3454,Pasco,Medium,No
3455,Bloomfield,Low,Yes
3456,NA,High,No
3457,Pocatello,Low,No
3458,Fort Worth,Low,Yes
3459,Waterbury,High,No
3460,Salt Lake City,Low,No
3461,Kalamazoo,High,No
3462,Yorba Linda,High,No
3463,Nashua,Medium,No
3464,Peoria,Medium,No
3465,Waterbury,Low,Yes
3466,Nashua,Medium,No
3467,Rockford,High,No
3468,Fort Myers,Low,No
3469,Bolingbrook,Low,Yes
3470,Bryan,Low,No
3471,Pharr,Medium,No
3472,West Sacramento,High,No
3473,Yonkers,NA,Yes
3474,Jupiter,Low,No
3475,Fort Myers,Medium,No
3476,Somerville,Medium,No
3477,Vacaville,Low,Yes
3478,Citrus Heights,High,No
3479,Bryan,High,No
3480,Fort Myers,Medium,No
3481,Overland Park,Medium,No
3482,Hilo,Low,No
3483,Chandler,Medium,No
3484,Citrus Heights,High,No
3485,Sioux City,Medium,No
3486,Concord,Low,No
3487,Battle Creek,Low,No
3488,Elizabeth,Medium,No
3489,Grand Island,Medium,No
3490,Topeka,Medium,Yes
3491,Austin,High,No
3492,Hattiesburg,Low,No
3493,Elizabeth,Low,No
3494,Carson,High,No
3495,Bryan,NA,Yes
3496,Blacksburg,Medium,Yes
3497,Cary,Medium,No
3498,NA,High,No
3499,Pittsburgh,High,No
3500,Hattiesburg,Low,Yes
3501,Fort Myers,Low,No
3502,Edinburg,High,No
3503,Ellicott City,Medium,No
3504,Vacaville,Low,No
3505,Hattiesburg,Low,No
3506,Chandler,High,No
3507,Pearland,Low,No
3508,Watsonville,NA,Yes
3509,Edinburg,Low,No
3510,Mesa,Low,No
3511,Vacaville,Low,No
3512,Bolingbrook,Low,No
3513,Fond du Lac,High,No
3514,Lynwood,High,No
3515,Pittsburgh,Low,Yes
3516,Pocatello,Low,Yes
3517,Fort Smith,High,No
3518,Shelby,High,No
3519,Haverhill,Low,Yes
3520,NA,Medium,No
3521,Kendall,Medium,No
3522,Walnut Creek,Low,Yes
3523,Hoboken,High,No
3524,Pasco,Low,Yes
3525,DeKalb,High,No
3526,Bloomfield,High,No
3527,Newport News,Low,Yes
3528,Pleasanton,Low,No
3529,Salt Lake City,Low,No
3530,Fort Myers,Medium,No
3531,West Sacramento,Medium,No
3532,Citrus Heights,Low,No
3533,Austin,Medium,No
3534,Concord,High,No
3535,Woodland,Low,Yes
3536,Indio,High,No
3537,Pleasanton,Low,No
3538,Westminster,Low,No
3539,Edinburg,Low,No
3540,Fond du Lac,Low,No
3541,Hartford,NA,No
3542,Vacaville,High,No
3543,Rockford,Medium,No
3544,Grand Island,High,No
3545,Racine,High,No
3546,Montgomery Village,High,No
3547,Minneapolis,High,No
3548,Passaic,NA,Yes
3549,Hilo,Medium,No
3550,Florence-Graham,Low,Yes
3551,Concord,Low,Yes
3552,Wilkes-Barre,Low,No
3553,Toledo,High,No
3554,North Bethesda,High,No
3555,Dothan,High,No
3556,Overland Park,Medium,No
3557,Wilson,High,No
3558,Detroit,High,No
3559,Florence-Graham,High,No
3560,Vacaville,Low,No
3561,Indio,Medium,No
3562,Bellflower,Medium,No
3563,Boynton Beach,Medium,No
3564,Bellflower,High,No
3565,Boynton Beach,NA,Yes
3566,Pearland,Medium,Yes
3567,Westminster,Low,No
3568,Hilo,Low,Yes
3569,Minneapolis,Low,Yes
3570,Carson,Medium,No
3571,Bellflower,Low,Yes
3572,Apple Valley,Medium,No
3573,Jupiter,High,No
3574,Florence-Graham,Low,Yes
3575,Indio,Medium,No
3576,Minneapolis,High,No
3577,Jupiter,High,No
3578,Mesa,Low,No
3579,Pharr,High,No
3580,Pleasanton,High,No
3581,Toledo,Medium,No
3582,Pasco,Medium,No
3583,Grand Island,Medium,No
3584,Ames,Low,No
3585,Wilkes-Barre,High,No
3586,Findlay,Medium,No
3587,Chico,Medium,No
3588,Broken Arrow,Low,No
3589,Yonkers,High,No
3590,Overland Park,High,No
3591,Hamilton,High,No
3592,Overland Park,Medium,No
3593,Chandler,High,No
3594,Bolingbrook,Low,No
3595,Fort Worth,High,No
3596,Edinburg,Medium,No
3597,Detroit,Low,Yes
3598,Mesa,Medium,No
3599,West Orange,Low,No
3600,Hoboken,Low,No
3601,Wilson,Low,Yes
3602,Bryan,Medium,No
3603,Nashua,Medium,No
3604,Fort Myers,Medium,No
3605,DeKalb,High,No
3606,Minnetonka,Low,Yes
3607,Cary,High,No
3608,Hattiesburg,High,No
3609,West Orange,High,No
3610,Hoboken,High,Yes
3611,Gilbert,Low,No
3612,Ames,NA,Yes
3613,Beaverton,Medium,Yes
3614,Wilson,NA,Yes
3615,Pocatello,High,No
3616,Cherry Hill,Medium,No
3617,Toledo,Low,Yes
3618,Austin,NA,No
3619,Dothan,Low,Yes
3620,Nashua,Low,No
3621,Boynton Beach,Medium,No
3622,Fort Myers,High,No
3623,Hemet,High,No
3624,Beaverton,Medium,No
3625,Nashua,High,No
3626,Ames,High,No
3627,Pleasanton,High,No
3628,Beaverton,Low,Yes
3629,NA,Low,Yes
3630,Woodland,Low,Yes
3631,Glendora,Medium,No
3632,Athens-Clarke,Low,Yes
3633,Austin,Low,Yes
3634,Waterbury,High,No
3635,Bolingbrook,Medium,No
3636,Toledo,Medium,No
3637,Pasco,High,No
3638,Franconia,Low,Yes
3639,Sioux City,Medium,No
3640,Citrus Heights,NA,Yes
3641,Findlay,High,No
3642,San Clemente,Low,No
3643,Hartford,Low,No
3644,Chico,High,No
3645,Chandler,High,No
3646,Vacaville,Medium,No
3647,Kalamazoo,Medium,No
3648,Watsonville,High,No
3649,Westland,High,No
3650,Ames,Low,Yes
3651,Ames,Medium,No
3652,Garden Grove,High,No
3653,Cary,High,No
3654,Fort Worth,NA,No
3655,Gilbert,High,No
3656,San Buenaventura,NA,No
3657,Florence-Graham,High,No
3658,Salt Lake City,Medium,Yes
3659,San Clemente,High,Yes
3660,Montgomery Village,Low,Yes
3661,Florence-Graham,Low,No
3662,San Clemente,Medium,No
3663,Detroit,High,No
3664,Walnut Creek,High,No
3665,Woodland,Medium,No
3666,Hamilton,Medium,Yes
3667,Lynwood,High,No
3668,Overland Park,Low,No
3669,Edinburg,Low,No
3670,Fort Wayne,High,No
3671,Chico,High,No
3672,Fort Smith,High,No
3673,Salt Lake City,Medium,No
3674,Kalamazoo,NA,Yes
3675,Bellflower,High,Yes
3676,Gilbert,High,No
3677,Bellflower,Medium,No
3678,Gilbert,High,No
3679,Woodland,High,No
3680,Mesa,Medium,No
3681,Fort Myers,High,No
3682,Findlay,Low,No
3683,Kalamazoo,Low,No
3684,Joliet,Low,No
3685,Edinburg,High,Yes
3686,Fort Wayne,Low,No
3687,NA,Medium,No
3688,Hamilton,Medium,No
3689,Bellflower,High,No
3690,Vacaville,Medium,No
3691,Hilo,Low,Yes
3692,Battle Creek,Medium,No
3693,Kalamazoo,Medium,No
3694,Apple Valley,Low,No
3695,Shelby,Medium,No
3696,North Bethesda,High,No
3697,Racine,Low,Yes
3698,Passaic,Medium,No
3699,Wheaton-Glenmont,Low,Yes
3700,Bridgewater,NA,Yes
3701,Newport News,Medium,No
3702,Elizabeth,High,No
3703,NA,Low,No
3704,Waterbury,Low,Yes
3705,Bryan,Medium,No
3706,Passaic,Medium,No
3707,Broken Arrow,Medium,No
3708,Citrus Heights,Medium,No
3709,Sioux City,Medium,No
3710,NA,High,No
3711,San Clemente,Medium,No
3712,Wilson,Medium,No
3713,Beaverton,High,No
3714,Detroit,Medium,No
3715,Joliet,Medium,No
3716,West Orange,Medium,No
3717,Sioux City,High,No
3718,Westminster,Medium,No
3719,Minneapolis,Medium,No
3720,Vacaville,High,No
3721,Blacksburg,High,No
3722,Sarasota,Medium,No
3723,NA,High,No
3724,NA,Low,No
3725,Toledo,NA,No
3726,Fort Wayne,Low,No
3727,Gilbert,High,No
3728,Cherry Hill,Medium,No
3729,Detroit,Medium,No
3730,Pharr,Low,Yes
3731,Kalamazoo,Medium,No
3732,Ellicott City,Low,No
3733,Glendora,High,No
3734,Somerville,Low,No
3735,Boynton Beach,High,No
3736,Haverhill,High,No
3737,Glendora,High,No
3738,Walnut Creek,Medium,No
3739,Minnetonka,Low,No
3740,Hamilton,Low,No
3741,Wheaton-Glenmont,Medium,No
3742,Charleston,High,No
3743,West Orange,High,No
3744,Boynton Beach,Low,Yes
3745,Bolingbrook,Medium,No
3746,Beaverton,Medium,No
3747,Sarasota,NA,Yes
3748,Vacaville,High,No
3749,Indio,Low,Yes
3750,Boynton Beach,Medium,No
3751,Pocatello,High,No
3752,Pleasanton,NA,Yes
3753,Pittsburgh,High,No
3754,Bryan,NA,No
3755,San Buenaventura,Low,No
3756,Bellflower,High,No
3757,Fort Worth,Low,No
3758,Grand Island,Medium,No
3759,Lynwood,Medium,No
3760,Ellicott City,Low,No
3761,Westland,Low,No
3762,North Bethesda,High,No
3763,Alameda,High,No
3764,Wilson,High,No
3765,Pittsburgh,High,No
3766,Blacksburg,High,No
3767,NA,Medium,No
3768,Pasco,Medium,No
3769,Fort Worth,High,No
3770,Bloomfield,Low,No
3771,Pharr,Low,No
3772,Ames,High,No
3773,Kalamazoo,High,No
3774,Hamilton,High,No
3775,Fort Worth,Medium,No
3776,Minneapolis,Medium,No
3777,San Buenaventura,Low,No
3778,Overland Park,NA,Yes
3779,Hamilton,Low,No
3780,Saint Louis Park,High,No
3781,Chandler,Medium,Yes
3782,Indio,Medium,Yes
3783,Shelby,Low,No
3784,Mansfield,Medium,No
3785,Beaverton,High,No
3786,Garden Grove,Low,No
3787,NA,Low,Yes
3788,Bellflower,Medium,No
3789,Kalamazoo,Low,Yes
3790,Findlay,NA,Yes
3791,Bryan,Medium,No
3792,Montgomery Village,Low,No
3793,Shelby,Medium,No
3794,Mesa,Low,No
3795,NA,High,No
3796,Newport News,High,No
3797,Wilkes-Barre,High,No
3798,Nashua,Medium,No
3799,Hoboken,High,No
3800,Cary,High,No
3801,Cary,High,No
3802,Grand Island,NA,No
3803,Bolingbrook,High,No
3804,DeKalb,High,No
3805,Haverhill,High,No
3806,NA,High,No
3807,Wilkes-Barre,High,No
3808,Lynwood,High,No
3809,Watsonville,High,No
3810,Detroit,Medium,No
3811,Elizabeth,High,No
3812,Mesa,High,No
3813,Topeka,NA,Yes
3814,Garden Grove,Low,No
3815,Salt Lake City,High,No
3816,Lynwood,Low,No
3817,Hoboken,High,No
3818,Grand Island,High,No
3819,Turlock,Low,No
3820,Nashua,High,No
3821,Yorba Linda,Low,Yes
3822,Haverhill,Medium,No
3823,Alameda,Medium,No
3824,Kendall,NA,Yes
3825,Glendora,High,No
3826,Alameda,Medium,No
3827,Saint Louis Park,High,No
3828,NA,Low,No
3829,Hamilton,Medium,No
3830,Saint Louis Park,High,No
3831,Vacaville,High,Yes
3832,Kalamazoo,Low,No
3833,Wheaton-Glenmont,Medium,No
3834,Detroit,Medium,Yes
3835,Hoboken,Medium,No
3836,Ames,High,No
3837,Cherry Hill,Low,Yes
3838,Somerville,High,No
3839,Mansfield,High,No
3840,Ames,High,No
3841,NA,NA,Yes
3842,DeKalb,Medium,No
3843,Topeka,Medium,No
3844,Bridgewater,Medium,No
3845,Carson,Medium,No
3846,Mansfield,Low,No
3847,Wilson,Low,No
3848,Hoboken,High,No
3849,Hemet,Medium,No
3850,Woodland,Medium,No
3851,Topeka,Low,Yes
3852,DeKalb,Low,No
3853,Broken Arrow,Medium,No
3854,Pittsburgh,High,No
3855,Cary,NA,No
3856,Overland Park,Medium,No
3857,Westminster,Low,No
3858,Beaverton,Low,No
3859,Hoboken,Low,No
3860,Dothan,Low,No
3861,Saint Louis Park,High,No
3862,Watsonville,Low,No
3863,Joliet,High,No
3864,Grand Island,Medium,No
3865,Battle Creek,Medium,No
3866,Chico,High,No
3867,Joliet,Medium,No
3868,Wilkes-Barre,Low,No
3869,Indio,Low,No
3870,Wilkes-Barre,High,No
3871,Pasco,Medium,No
3872,Broken Arrow,Medium,No
3873,Apple Valley,High,No
3874,Minnetonka,High,No
3875,NA,High,No
3876,Topeka,High,No
3877,Wilson,Low,Yes
3878,Newport News,Low,Yes
3879,Minnetonka,Medium,No
3880,Yorba Linda,Medium,No
3881,Bolingbrook,Low,No
3882,Rockford,Medium,No
3883,San Clemente,High,No
3884,NA,Medium,No
3885,San Buenaventura,High,Yes
3886,Joliet,Medium,No
3887,Chandler,Medium,No
3888,NA,Low,No
3889,Florence-Graham,Low,No
3890,Dothan,Low,Yes
3891,Findlay,Medium,Yes
3892,Overland Park,Medium,No
3893,Sioux City,Medium,No
3894,Ames,High,No
3895,Sioux City,High,No
3896,Wheaton-Glenmont,High,No
3897,Alameda,Low,No
3898,Pleasanton,NA,No
3899,Crystal Lake,Medium,No
3900,NA,Medium,No
3901,Crystal Lake,Medium,No
3902,Pittsburgh,High,No
3903,Cherry Hill,High,No
3904,Fort Wayne,Low,No
3905,NA,Medium,No
3906,Dothan,High,No
3907,Concord,Low,No
3908,Jupiter,Low,Yes
3909,Haverhill,Medium,No
3910,Crystal Lake,Low,Yes
3911,Sarasota,Medium,No
3912,Racine,High,No
3913,Bryan,Low,No
3914,NA,High,No
3915,Franconia,High,No
3916,Glendora,Medium,No
3917,Salt Lake City,Medium,Yes
3918,Mansfield,Medium,No
3919,Westland,NA,No
3920,Charleston,Medium,No
3921,Sioux City,Medium,No
3922,Bloomfield,Low,No
3923,Topeka,NA,No
3924,Pittsburgh,Medium,Yes
3925,Montgomery Village,High,No
3926,Shelby,High,No
3927,Fort Worth,High,No
3928,Peoria,Medium,No
3929,Newport News,Medium,No
3930,Franconia,Medium,No
3931,Findlay,Medium,No
3932,Austin,Medium,No
3933,Newport News,Medium,No
3934,Broken Arrow,High,No
3935,Hemet,Medium,No
3936,San Clemente,High,No
3937,Cherry Hill,High,No
3938,Hartford,Low,Yes
3939,Passaic,Medium,No
3940,Hilo,Medium,No
3941,Yonkers,Low,No
3942,Battle Creek,Low,Yes
3943,Lynwood,Low,No
3944,Apple Valley,High,No
3945,Fort Myers,Medium,Yes
3946,Newport News,High,No
3947,Ellicott City,Low,No
3948,Pocatello,Low,Yes
3949,Mesa,High,No
3950,Detroit,Low,Yes
3951,Hamilton,High,No
3952,West Sacramento,Medium,No
3953,Fond du Lac,Medium,No
3954,Chandler,Medium,No
3955,Pittsburgh,Medium,No
3956,Grand Island,High,No
3957,Waterbury,Low,No
3958,Hamilton,Medium,No
3959,Pharr,High,No
3960,Westland,NA,No
3961,San Buenaventura,Low,No
3962,Chandler,High,No
3963,NA,High,No
3964,Glendora,High,No
3965,Minnetonka,Medium,No
3966,Ellicott City,Low,No
3967,Pocatello,Medium,Yes
3968,Westminster,Low,No
3969,Rockford,Low,Yes
3970,Cherry Hill,Low,Yes
3971,Mansfield,High,No
3972,Topeka,NA,Yes
3973,Jupiter,High,No
3974,Chico,Low,No
3975,Bryan,Medium,No
3976,Woodland,NA,Yes
3977,Yorba Linda,Medium,No
3978,Gilbert,Low,No
3979,Pittsburgh,Low,Yes
